Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2021 USD M),SDG 7a1 Intl. Public Flows (2021 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2014,54394.0,17797.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2015,52462.0,22573.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2016,50410.0,22500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2017,50460.0,22127.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2018,53817.0,22846.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2019,52775.0,22722.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020,55216.0,24060.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021,49783.0,24330.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022,49280.0,25014.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2023,,25074.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2000,1784.0,1931.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2001,2044.0,1700.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2002,2446.0,1882.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2003,1661.0,1620.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2004,1389.0,1196.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2005,2841.0,1089.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2006,3058.0,1111.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2007,2893.0,1045.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2008,4058.0,1074.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2009,3598.0,1336.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2010,6098.0,2180.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2011,5809.0,2121.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2012,3790.0,1707.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2013,6410.0,2137.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2014,5013.0,1987.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2015,6799.0,3406.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2016,5575.0,3083.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2017,5274.0,2493.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2018,4838.0,2441.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2019,4923.0,2399.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020,4509.0,2307.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021,4662.0,2434.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022,4665.0,2397.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2023,,2397.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2000,360.0,1490.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2001,370.0,1490.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2002,177.0,1490.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2003,216.0,1490.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2004,221.0,1416.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2005,303.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2006,103.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2007,178.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2008,148.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2009,67.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2010,47.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2011,113.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2012,104.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2013,154.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2014,83.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2015,121.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2016,297.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2017,248.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2018,217.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2019,365.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020,386.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021,439.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022,714.0,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2023,,810.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2000,449.0,90.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2001,712.0,92.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2002,854.0,99.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2003,757.0,143.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2004,741.0,207.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2005,593.0,265.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2006,643.0,270.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2007,637.0,273.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2008,859.0,218.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2009,1031.0,225.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2010,1016.0,228.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2011,1025.0,229.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2012,1624.0,230.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2013,1601.0,220.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2014,1635.0,226.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2015,1491.0,228.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2016,1271.0,190.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2017,1193.0,190.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2018,966.0,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2019,1002.0,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020,1007.0,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021,1013.0,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022,943.0,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2023,,150.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2018,72.0,10.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2019,82.0,10.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020,125.0,17.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021,123.0,17.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022,156.0,17.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2023,,17.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2018,216.0,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2019,248.0,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020,221.0,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021,218.0,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022,274.0,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2023,,30.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,,0.36,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2000,634.0,183.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2001,586.0,334.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2002,619.0,334.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2003,663.0,334.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2004,844.0,334.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2005,2514.0,334.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2006,2583.0,394.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2007,2652.0,394.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2008,2099.0,394.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2009,1502.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2010,1401.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2011,815.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2012,1170.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2013,1246.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2014,1466.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2015,1609.0,424.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2016,1810.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2017,1521.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2018,1443.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2019,1312.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020,1219.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021,1250.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022,1141.0,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2023,,500.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2000,51.0,149.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2001,47.0,149.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2002,50.0,149.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2003,53.0,149.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2004,67.0,155.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2005,201.0,158.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2006,207.0,161.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2007,212.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2008,168.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2009,120.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2010,178.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2011,150.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2012,102.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2013,144.0,173.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2014,216.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2015,130.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2016,204.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2017,214.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2018,207.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2019,217.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2020,168.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2021,228.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2022,226.0,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Black liquor,On-grid electricity,2023,,174.0,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,,,,,,22.18954785
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,,,,,,29.87301165
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,,,,,,29.8831722
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,,,,,,31.77826447
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,,,,,,34.93089304
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,,,,,,37.52776596
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,,,,,,40.30873068
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,,,,,,40.32484931
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,,,,,,36.94487444
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,,,,,,37.94857571
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,,,,,,37.46735571
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,,,,,,36.94586679
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,,,,,,36.3848041
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,,,,,,35.34993537
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,,,,,,35.10927912
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,,,,,,34.67639867
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,,,,,,35.70882282
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,,,,,,35.135757
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,,,,,,34.58873632
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,,,,,,34.07320296
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,,,,,,33.93059094
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,,,,,,33.60198331
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,,,,,,33.3210925
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2002,60.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2003,110.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2004,147.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2005,522.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2006,478.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2007,452.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2008,1470.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2009,162.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2010,182.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2011,112.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2012,147.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2013,161.0,,,,,
Oceania,Australia and New Zealand,Australia,AUS,36,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2014,194.0,,,,,
